北京市,昌平北七家营业厅,北京市昌平区北七家镇政府东侧
北京市,昌平沙河营业厅,北京市昌平区沙河巩华城大街3号
北京市,昌平霍营营业厅,北京市昌平区回龙观龙锦苑东4区东门
北京市,东小口营业厅,北京市昌平区东小口镇中滩村（东小口电话局）
北京市,昌平东关营业厅,北京市昌平区宁馨苑15号楼商业4号一层
北京市,昌平天通苑营业厅,北京市昌平区北七家镇天通苑东苑三区56号楼3门
北京市,神路街营业厅,北京市朝阳区朝阳门外天福园８号底商
北京市,昌平回龙观营业厅,北京市昌平区回龙观东大街201号
北京市,成寿寺营业厅,北京市朝阳区成寿寺路140号院10号楼112号
北京市,昌平南口营业厅,北京市昌平区南口镇兴隆东街
北京市,立军路营业厅,北京市昌平区立军路佳运园26号楼1层127/128号
北京市,朝阳路营业厅,北京市朝阳区八里庄西里99号住邦2000二号楼一层110号
北京市,昌平兴寿营业厅,北京市昌平区兴寿镇兴寿村710号
北京市,京旺家园营业厅,北京市朝阳区朝阳区崔各庄京旺家园10号底商11门
北京市,昌平小汤山营业厅,北京市昌平区小汤山镇小汤山村农行东侧
北京市,昌平北大桥营业厅,北京市昌平区沙河镇巩华大街86号底商
北京市,东坝营业厅,北京市朝阳区朝新嘉园东里五区18号楼114号
北京市,昌平南邵营业厅,北京市昌平区新城东区南环路回迁小区1号楼104号
北京市,青年路营业厅,北京市朝阳区黄杉木店村208号
北京市,望京营业厅,北京市朝阳区广顺北大街29号
北京市,大北窑营业厅,北京市朝阳区建外郎家园甲10号百事和大厦底商
北京市,常营营业厅,北京市朝阳区朝阳北路22号院16-9底商
北京市,北苑营业厅,北京市朝阳区红军营南路甲2号
北京市,呼家楼营业厅,北京市朝阳区呼家楼西里南街6号
北京市,十里河营业厅,北京市朝阳区东三环南路102号强强酒店底商
北京市,惠新西街营业厅,北京市朝阳区惠新西街23号-13
北京市,朝阳门营业厅,北京市朝阳区朝阳门外大街16号人寿大厦一层104
北京市,亚运村北营业厅,北京市朝阳区洛克时代大厦一层底商
北京市,北苑东路营业厅,北京市朝阳区广华居17号楼等3幢
北京市,金盏大街营业厅,北京市朝阳区金盏大街29号
北京市,垡头营业厅,北京市朝阳区金蝉里19号
北京市,酒仙桥营业厅,北京市朝阳区酒仙桥路16号
北京市,南沙滩营业厅,北京市朝阳区科学园南里101号
北京市,双井营业厅,北京市朝阳区广渠路42号底商联通营业厅
北京市,华威营业厅,北京市朝阳区农光里116楼
北京市,三里屯营业厅,北京市朝阳区三里屯南23楼南侧（三里屯电话局）
北京市,南湖南路营业厅,北京市朝阳区南湖南路16号院4-13
北京市,太阳宫营业厅,北京市朝阳区太阳宫夏家园甲三号
北京市,望京广顺北营业厅,北京市朝阳区望京开发区36号广顺楼1层
北京市,西坝河营业厅,北京市朝阳区西坝河南里17号楼-4
